x1;y1;x2;y2
2.014407203601800802e+03;3.792196098049024386e+03;2.793996998499249457e+03;3.890395197598799314e+03
2.015007503751875902e+03;3.791870935467733943e+03;2.793746873436718488e+03;3.889994997498749399e+03
2.015607803901951002e+03;3.791545772886443046e+03;2.793496748374187064e+03;3.889594797398699484e+03
2.016208104052026101e+03;3.791220610305152604e+03;2.793246623311655640e+03;3.889194597298649114e+03
2.016808404202100974e+03;3.790895447723861707e+03;2.792996498249124670e+03;3.888794397198599199e+03
2.017408704352176073e+03;3.790570285142571265e+03;2.792746373186593246e+03;3.888394197098549284e+03
2.018009004502251173e+03;3.790245122561280823e+03;2.792496248124061822e+03;3.887993996998499370e+03
2.018609304652326273e+03;3.789919959979989926e+03;2.792246123061530852e+03;3.887593796898449000e+03
2.019209604802401145e+03;3.789594797398699484e+03;2.791995997998999428e+03;3.887193596798399085e+03
2.019809904952476245e+03;3.789269634817408587e+03;2.791745872936468459e+03;3.886793396698349170e+03
2.020410205102551345e+03;3.788944472236118145e+03;2.791495747873937034e+03;3.886393196598299255e+03
2.021010505252626217e+03;3.788619309654827248e+03;2.791245622811405610e+03;3.885992996498249340e+03
2.021610805402701317e+03;3.788294147073536806e+03;2.790995497748874641e+03;3.885592796398198971e+03
2.022211105552776417e+03;3.787968984492245909e+03;2.790745372686343217e+03;3.885192596298149056e+03
2.022811405702851516e+03;3.787643821910955467e+03;2.790495247623811792e+03;3.884792396198099141e+03
2.023411705852926389e+03;3.787318659329665024e+03;2.790245122561280823e+03;3.884392196098049226e+03
2.024012006003001488e+03;3.786993496748374127e+03;2.789994997498749399e+03;3.883991995997998856e+03
2.024612306153076588e+03;3.786668334167083685e+03;2.789744872436217975e+03;3.883591795897948941e+03
2.025212606303151688e+03;3.786343171585792788e+03;2.789494747373687005e+03;3.883191595797899026e+03
2.025812906453226560e+03;3.786018009004502346e+03;2.789244622311155581e+03;3.882791395697849111e+03
2.026413206603301660e+03;3.785692846423211449e+03;2.788994497248624157e+03;3.882391195597798742e+03
2.027013506753376760e+03;3.785367683841921007e+03;2.788744372186093187e+03;3.881990995497748827e+03
2.027613806903451632e+03;3.785042521260630110e+03;2.788494247123561763e+03;3.881590795397698912e+03
2.028214107053526732e+03;3.784717358679339668e+03;2.788244122061030339e+03;3.881190595297648997e+03
2.028814407203601831e+03;3.784392196098049226e+03;2.787993996998499370e+03;3.880790395197598627e+03
2.029414707353676931e+03;3.784067033516758329e+03;2.787743871935967945e+03;3.880390195097548713e+03
2.030015007503751804e+03;3.783741870935467887e+03;2.787493746873436521e+03;3.879989994997498798e+03
2.030615307653826903e+03;3.783416708354176990e+03;2.787243621810905552e+03;3.879589794897448883e+03
2.031215607803902003e+03;3.783091545772886548e+03;2.786993496748374127e+03;3.879189594797398513e+03
2.031815907953976875e+03;3.782766383191595651e+03;2.786743371685842703e+03;3.878789394697348598e+03
2.032416208104051975e+03;3.782441220610305209e+03;2.786493246623311734e+03;3.878389194597298683e+03
2.033016508254127075e+03;3.782116058029014312e+03;2.786243121560780310e+03;3.877988994497248768e+03
2.033616808404202175e+03;3.781790895447723869e+03;2.785992996498249340e+03;3.877588794397198399e+03
2.034217108554277047e+03;3.781465732866433427e+03;2.785742871435717916e+03;3.877188594297148484e+03
2.034817408704352147e+03;3.781140570285142530e+03;2.785492746373186492e+03;3.876788394197098569e+03
2.035417708854427246e+03;3.780815407703852088e+03;2.785242621310655522e+03;3.876388194097048654e+03
2.036018009004502346e+03;3.780490245122561191e+03;2.784992496248124098e+03;3.875987993996998284e+03
2.036618309154577219e+03;3.780165082541270749e+03;2.784742371185592674e+03;3.875587793896948369e+03
2.037218609304652318e+03;3.779839919959979852e+03;2.784492246123061705e+03;3.875187593796898454e+03
2.037818909454727418e+03;3.779514757378689410e+03;2.784242121060530280e+03;3.874787393696848540e+03
2.038419209604802290e+03;3.779189594797398513e+03;2.783991995997998856e+03;3.874387193596798625e+03
2.039019509754877390e+03;3.778864432216108071e+03;2.783741870935467887e+03;3.873986993496748255e+03
2.039619809904952490e+03;3.778539269634817629e+03;2.783491745872936463e+03;3.873586793396698340e+03
2.040220110055027590e+03;3.778214107053526732e+03;2.783241620810405038e+03;3.873186593296648425e+03
2.040820410205102462e+03;3.777888944472236290e+03;2.782991495747874069e+03;3.872786393196598510e+03
2.041420710355177562e+03;3.777563781890945393e+03;2.782741370685342645e+03;3.872386193096548141e+03
2.042021010505252661e+03;3.777238619309654950e+03;2.782491245622811221e+03;3.871985992996498226e+03
2.042621310655327761e+03;3.776913456728364054e+03;2.782241120560280251e+03;3.871585792896448311e+03
2.043221610805402634e+03;3.776588294147073611e+03;2.781990995497748827e+03;3.871185592796398396e+03
2.043821910955477733e+03;3.776263131565782714e+03;2.781740870435217403e+03;3.870785392696348026e+03
2.044422211105552833e+03;3.775937968984492272e+03;2.781490745372686433e+03;3.870385192596298111e+03
2.045022511255627705e+03;3.775612806403201375e+03;2.781240620310155009e+03;3.869984992496248196e+03
2.045622811405702805e+03;3.775287643821910933e+03;2.780990495247623585e+03;3.869584792396198281e+03
2.046223111555777905e+03;3.774962481240620491e+03;2.780740370185092615e+03;3.869184592296147912e+03
2.046823411705853005e+03;3.774637318659329594e+03;2.780490245122561191e+03;3.868784392196097997e+03
2.047423711855927877e+03;3.774312156078039152e+03;2.780240120060030222e+03;3.868384192096048082e+03
2.048024012006002977e+03;3.773986993496748255e+03;2.779989994997498798e+03;3.867983991995998167e+03
2.048624312156077849e+03;3.773661830915457813e+03;2.779739869934967373e+03;3.867583791895947797e+03
2.049224612306153176e+03;3.773336668334166916e+03;2.779489744872436404e+03;3.867183591795897883e+03
2.049824912456228049e+03;3.773011505752876474e+03;2.779239619809904980e+03;3.866783391695847968e+03
2.050425212606303376e+03;3.772686343171585577e+03;2.778989494747373556e+03;3.866383191595798053e+03
2.051025512756378248e+03;3.772361180590295135e+03;2.778739369684842586e+03;3.865982991495747683e+03
2.051625812906453120e+03;3.772036018009004692e+03;2.778489244622311162e+03;3.865582791395697768e+03
2.052226113056528447e+03;3.771710855427713796e+03;2.778239119559779738e+03;3.865182591295647853e+03
2.052826413206603320e+03;3.771385692846423353e+03;2.777988994497248768e+03;3.864782391195597938e+03
2.053426713356678192e+03;3.771060530265132456e+03;2.777738869434717344e+03;3.864382191095547569e+03
2.054027013506753519e+03;3.770735367683842014e+03;2.777488744372185920e+03;3.863981990995497654e+03
2.054627313656828392e+03;3.770410205102551117e+03;2.777238619309654950e+03;3.863581790895447739e+03
2.055227613806903264e+03;3.770085042521260675e+03;2.776988494247123526e+03;3.863181590795397824e+03
2.055827913956978591e+03;3.769759879939969778e+03;2.776738369184592102e+03;3.862781390695347454e+03
2.056428214107053464e+03;3.769434717358679336e+03;2.776488244122061133e+03;3.862381190595297539e+03
2.057028514257128791e+03;3.769109554777388894e+03;2.776238119059529708e+03;3.861980990495247624e+03
2.057628814407203663e+03;3.768784392196097997e+03;2.775987993996998284e+03;3.861580790395197710e+03
2.058229114557278535e+03;3.768459229614807555e+03;2.775737868934467315e+03;3.861180590295147795e+03
2.058829414707353862e+03;3.768134067033516658e+03;2.775487743871935891e+03;3.860780390195097425e+03
2.059429714857428735e+03;3.767808904452226216e+03;2.775237618809404921e+03;3.860380190095047510e+03
2.060030015007503607e+03;3.767483741870935319e+03;2.774987493746873497e+03;3.859979989994997595e+03
2.060630315157578934e+03;3.767158579289644877e+03;2.774737368684342073e+03;3.859579789894947680e+03
2.061230615307653807e+03;3.766833416708353980e+03;2.774487243621811103e+03;3.859179589794897311e+03
2.061830915457728679e+03;3.766508254127063537e+03;2.774237118559279679e+03;3.858779389694847396e+03
2.062431215607804006e+03;3.766183091545773095e+03;2.773986993496748255e+03;3.858379189594797481e+03
2.063031515757878879e+03;3.765857928964482198e+03;2.773736868434217286e+03;3.857978989494747566e+03
2.063631815907953751e+03;3.765532766383191756e+03;2.773486743371685861e+03;3.857578789394697196e+03
2.064232116058029078e+03;3.765207603801900859e+03;2.773236618309154437e+03;3.857178589294647281e+03
2.064832416208103950e+03;3.764882441220610417e+03;2.772986493246623468e+03;3.856778389194597366e+03
2.065432716358179277e+03;3.764557278639319520e+03;2.772736368184092044e+03;3.856378189094547452e+03
2.066033016508254150e+03;3.764232116058029078e+03;2.772486243121560619e+03;3.855977988994497082e+03
2.066633316658329022e+03;3.763906953476738181e+03;2.772236118059029650e+03;3.855577788894447167e+03
2.067233616808404349e+03;3.763581790895447739e+03;2.771985992996498226e+03;3.855177588794397252e+03
2.067833916958479222e+03;3.763256628314157297e+03;2.771735867933966802e+03;3.854777388694347337e+03
2.068434217108554094e+03;3.762931465732866400e+03;2.771485742871435832e+03;3.854377188594296967e+03
2.069034517258629421e+03;3.762606303151575958e+03;2.771235617808904408e+03;3.853976988494247053e+03
2.069634817408704293e+03;3.762281140570285061e+03;2.770985492746372984e+03;3.853576788394197138e+03
2.070235117558779166e+03;3.761955977988994618e+03;2.770735367683842014e+03;3.853176588294147223e+03
2.070835417708854493e+03;3.761630815407703722e+03;2.770485242621310590e+03;3.852776388194096853e+03
2.071435717858929365e+03;3.761305652826413279e+03;2.770235117558779166e+03;3.852376188094046938e+03
2.072036018009004692e+03;3.760980490245122382e+03;2.769984992496248196e+03;3.851975987993997023e+03
2.072636318159079565e+03;3.760655327663831940e+03;2.769734867433716772e+03;3.851575787893947108e+03
2.073236618309154437e+03;3.760330165082541498e+03;2.769484742371185803e+03;3.851175587793896739e+03
2.073836918459229764e+03;3.760005002501250601e+03;2.769234617308654379e+03;3.850775387693846824e+03
2.074437218609304637e+03;3.759679839919960159e+03;2.768984492246122954e+03;3.850375187593796909e+03
2.075037518759379509e+03;3.759354677338669262e+03;2.768734367183591985e+03;3.849974987493746994e+03
2.075637818909454836e+03;3.759029514757378820e+03;2.768484242121060561e+03;3.849574787393697079e+03
2.076238119059529708e+03;3.758704352176087923e+03;2.768234117058529137e+03;3.849174587293646709e+03
2.076838419209604581e+03;3.758379189594797481e+03;2.767983991995998167e+03;3.848774387193596795e+03
2.077438719359679908e+03;3.758054027013506584e+03;2.767733866933466743e+03;3.848374187093546880e+03
2.078039019509754780e+03;3.757728864432216142e+03;2.767483741870935319e+03;3.847973986993496965e+03
2.078639319659830107e+03;3.757403701850925245e+03;2.767233616808404349e+03;3.847573786893446595e+03
2.079239619809904980e+03;3.757078539269634803e+03;2.766983491745872925e+03;3.847173586793396680e+03
2.079839919959979852e+03;3.756753376688344360e+03;2.766733366683341501e+03;3.846773386693346765e+03
2.080440220110055179e+03;3.756428214107053464e+03;2.766483241620810531e+03;3.846373186593296850e+03
2.081040520260130052e+03;3.756103051525763021e+03;2.766233116558279107e+03;3.845972986493246481e+03
2.081640820410204924e+03;3.755777888944472124e+03;2.765982991495747683e+03;3.845572786393196566e+03
2.082241120560280251e+03;3.755452726363181682e+03;2.765732866433216714e+03;3.845172586293146651e+03
2.082841420710355123e+03;3.755127563781890785e+03;2.765482741370685289e+03;3.844772386193096736e+03
2.083441720860429996e+03;3.754802401200600343e+03;2.765232616308153865e+03;3.844372186093046366e+03
2.084042021010505323e+03;3.754477238619309446e+03;2.764982491245622896e+03;3.843971985992996451e+03
2.084642321160580195e+03;3.754152076038019004e+03;2.764732366183091472e+03;3.843571785892946536e+03
2.085242621310655522e+03;3.753826913456728562e+03;2.764482241120560502e+03;3.843171585792896622e+03
2.085842921460730395e+03;3.753501750875437665e+03;2.764232116058029078e+03;3.842771385692846252e+03
2.086443221610805267e+03;3.753176588294147223e+03;2.763981990995497654e+03;3.842371185592796337e+03
2.087043521760880594e+03;3.752851425712856326e+03;2.763731865932966684e+03;3.841970985492746422e+03
2.087643821910955467e+03;3.752526263131565884e+03;2.763481740870435260e+03;3.841570785392696507e+03
2.088244122061030339e+03;3.752201100550274987e+03;2.763231615807903836e+03;3.841170585292646138e+03
2.088844422211105666e+03;3.751875937968984545e+03;2.762981490745372867e+03;3.840770385192596223e+03
2.089444722361180538e+03;3.751550775387693648e+03;2.762731365682841442e+03;3.840370185092546308e+03
2.090045022511255411e+03;3.751225612806403205e+03;2.762481240620310018e+03;3.839969984992496393e+03
2.090645322661330738e+03;3.750900450225112763e+03;2.762231115557779049e+03;3.839569784892446023e+03
2.091245622811405610e+03;3.750575287643821866e+03;2.761980990495247624e+03;3.839169584792396108e+03
2.091845922961480937e+03;3.750250125062531424e+03;2.761730865432716200e+03;3.838769384692346193e+03
2.092446223111555810e+03;3.749924962481240527e+03;2.761480740370185231e+03;3.838369184592296278e+03
2.093046523261630682e+03;3.749599799899950085e+03;2.761230615307653807e+03;3.837968984492245909e+03
2.093646823411706009e+03;3.749274637318659188e+03;2.760980490245122382e+03;3.837568784392195994e+03
2.094247123561780882e+03;3.748949474737368746e+03;2.760730365182591413e+03;3.837168584292146079e+03
2.094847423711855754e+03;3.748624312156077849e+03;2.760480240120059989e+03;3.836768384192096164e+03
2.095447723861931081e+03;3.748299149574787407e+03;2.760230115057528565e+03;3.836368184092046249e+03
2.096048024012005953e+03;3.747973986993496965e+03;2.759979989994997595e+03;3.835967983991995879e+03
2.096648324162080826e+03;3.747648824412206068e+03;2.759729864932466171e+03;3.835567783891945965e+03
2.097248624312156153e+03;3.747323661830915626e+03;2.759479739869934747e+03;3.835167583791896050e+03
2.097848924462231025e+03;3.746998499249624729e+03;2.759229614807403777e+03;3.834767383691846135e+03
2.098449224612306352e+03;3.746673336668334287e+03;2.758979489744872353e+03;3.834367183591795765e+03
2.099049524762381225e+03;3.746348174087043390e+03;2.758729364682341384e+03;3.833966983491745850e+03
2.099649824912456097e+03;3.746023011505752947e+03;2.758479239619809960e+03;3.833566783391695935e+03
2.100250125062531424e+03;3.745697848924462050e+03;2.758229114557278535e+03;3.833166583291646020e+03
2.100850425212606297e+03;3.745372686343171608e+03;2.757978989494747566e+03;3.832766383191595651e+03
2.101450725362681169e+03;3.745047523761881166e+03;2.757728864432216142e+03;3.832366183091545736e+03
2.102051025512756496e+03;3.744722361180590269e+03;2.757478739369684718e+03;3.831965982991495821e+03
2.102651325662831368e+03;3.744397198599299827e+03;2.757228614307153748e+03;3.831565782891445906e+03
2.103251625812906241e+03;3.744072036018008930e+03;2.756978489244622324e+03;3.831165582791395536e+03
2.103851925962981568e+03;3.743746873436718488e+03;2.756728364182090900e+03;3.830765382691345621e+03
2.104452226113056440e+03;3.743421710855427591e+03;2.756478239119559930e+03;3.830365182591295707e+03
2.105052526263131767e+03;3.743096548274137149e+03;2.756228114057028506e+03;3.829964982491245792e+03
2.105652826413206640e+03;3.742771385692846252e+03;2.755977988994497082e+03;3.829564782391195422e+03
2.106253126563281512e+03;3.742446223111555810e+03;2.755727863931966112e+03;3.829164582291145507e+03
2.106853426713356839e+03;3.742121060530264913e+03;2.755477738869434688e+03;3.828764382191095592e+03
2.107453726863431712e+03;3.741795897948974471e+03;2.755227613806903264e+03;3.828364182091045677e+03
2.108054027013506584e+03;3.741470735367684028e+03;2.754977488744372295e+03;3.827963981990995308e+03
2.108654327163581911e+03;3.741145572786393132e+03;2.754727363681840870e+03;3.827563781890945393e+03
2.109254627313656783e+03;3.740820410205102689e+03;2.754477238619309446e+03;3.827163581790895478e+03
2.109854927463731656e+03;3.740495247623811792e+03;2.754227113556778477e+03;3.826763381690845563e+03
2.110455227613806983e+03;3.740170085042521350e+03;2.753976988494247053e+03;3.826363181590795193e+03
2.111055527763881855e+03;3.739844922461230453e+03;2.753726863431716083e+03;3.825962981490745278e+03
2.111655827913957182e+03;3.739519759879940011e+03;2.753476738369184659e+03;3.825562781390695363e+03
2.112256128064032055e+03;3.739194597298649114e+03;2.753226613306653235e+03;3.825162581290645448e+03
2.112856428214106927e+03;3.738869434717358672e+03;2.752976488244122265e+03;3.824762381190595079e+03
2.113456728364182254e+03;3.738544272136068230e+03;2.752726363181590841e+03;3.824362181090545164e+03
2.114057028514257127e+03;3.738219109554777333e+03;2.752476238119059417e+03;3.823961980990495249e+03
2.114657328664331999e+03;3.737893946973486891e+03;2.752226113056528447e+03;3.823561780890445334e+03
2.115257628814407326e+03;3.737568784392195994e+03;2.751975987993997023e+03;3.823161580790395419e+03
2.115857928964482198e+03;3.737243621810905552e+03;2.751725862931465599e+03;3.822761380690345050e+03
2.116458229114557071e+03;3.736918459229614655e+03;2.751475737868934630e+03;3.822361180590295135e+03
2.117058529264632398e+03;3.736593296648324213e+03;2.751225612806403205e+03;3.821960980490245220e+03
2.117658829414707270e+03;3.736268134067033316e+03;2.750975487743871781e+03;3.821560780390195305e+03
2.118259129564782597e+03;3.735942971485742873e+03;2.750725362681340812e+03;3.821160580290144935e+03
2.118859429714857470e+03;3.735617808904452431e+03;2.750475237618809388e+03;3.820760380190095020e+03
2.119459729864932342e+03;3.735292646323161534e+03;2.750225112556277963e+03;3.820360180090045105e+03
2.120060030015007669e+03;3.734967483741871092e+03;2.749974987493746994e+03;3.819959979989995190e+03
2.120660330165082541e+03;3.734642321160580195e+03;2.749724862431215570e+03;3.819559779889944821e+03
2.121260630315157414e+03;3.734317158579289753e+03;2.749474737368684146e+03;3.819159579789894906e+03
2.121860930465232741e+03;3.733991995997998856e+03;2.749224612306153176e+03;3.818759379689844991e+03
2.122461230615307613e+03;3.733666833416708414e+03;2.748974487243621752e+03;3.818359179589795076e+03
2.123061530765382486e+03;3.733341670835417517e+03;2.748724362181090328e+03;3.817958979489744706e+03
2.123661830915457813e+03;3.733016508254127075e+03;2.748474237118559358e+03;3.817558779389694791e+03
2.124262131065532685e+03;3.732691345672836633e+03;2.748224112056027934e+03;3.817158579289644877e+03
2.124862431215608012e+03;3.732366183091545736e+03;2.747973986993496965e+03;3.816758379189594962e+03
2.125462731365682885e+03;3.732041020510255294e+03;2.747723861930965541e+03;3.816358179089544592e+03
2.126063031515757757e+03;3.731715857928964397e+03;2.747473736868434116e+03;3.815957978989494677e+03
2.126663331665833084e+03;3.731390695347673955e+03;2.747223611805903147e+03;3.815557778889444762e+03
2.127263631815907956e+03;3.731065532766383058e+03;2.746973486743371723e+03;3.815157578789394847e+03
2.127863931965982829e+03;3.730740370185092615e+03;2.746723361680840299e+03;3.814757378689344478e+03
2.128464232116058156e+03;3.730415207603801719e+03;2.746473236618309329e+03;3.814357178589294563e+03
2.129064532266133028e+03;3.730090045022511276e+03;2.746223111555777905e+03;3.813956978489244648e+03
2.129664832416207901e+03;3.729764882441220834e+03;2.745972986493246481e+03;3.813556778389194733e+03
2.130265132566283228e+03;3.729439719859929937e+03;2.745722861430715511e+03;3.813156578289144363e+03
2.130865432716358100e+03;3.729114557278639495e+03;2.745472736368184087e+03;3.812756378189094448e+03
2.131465732866433427e+03;3.728789394697348598e+03;2.745222611305652663e+03;3.812356178089044533e+03
2.132066033016508300e+03;3.728464232116058156e+03;2.744972486243121693e+03;3.811955977988994618e+03
2.132666333166583172e+03;3.728139069534767259e+03;2.744722361180590269e+03;3.811555777888944249e+03
2.133266633316658499e+03;3.727813906953476817e+03;2.744472236118058845e+03;3.811155577788894334e+03
2.133866933466733371e+03;3.727488744372185920e+03;2.744222111055527876e+03;3.810755377688844419e+03
2.134467233616808244e+03;3.727163581790895478e+03;2.743971985992996451e+03;3.810355177588794504e+03
2.135067533766883571e+03;3.726838419209604581e+03;2.743721860930465027e+03;3.809954977488744589e+03
2.135667833916958443e+03;3.726513256628314139e+03;2.743471735867934058e+03;3.809554777388694220e+03
2.136268134067033316e+03;3.726188094047023696e+03;2.743221610805402634e+03;3.809154577288644305e+03
2.136868434217108643e+03;3.725862931465732800e+03;2.742971485742871209e+03;3.808754377188594390e+03
2.137468734367183515e+03;3.725537768884442357e+03;2.742721360680340240e+03;3.808354177088544475e+03
2.138069034517258842e+03;3.725212606303151460e+03;2.742471235617808816e+03;3.807953976988494105e+03
2.138669334667333715e+03;3.724887443721861018e+03;2.742221110555277846e+03;3.807553776888444190e+03
2.139269634817408587e+03;3.724562281140570121e+03;2.741970985492746422e+03;3.807153576788394275e+03
2.139869934967483914e+03;3.724237118559279679e+03;2.741720860430214998e+03;3.806753376688344360e+03
2.140470235117558786e+03;3.723911955977988782e+03;2.741470735367684028e+03;3.806353176588293991e+03
2.141070535267633659e+03;3.723586793396698340e+03;2.741220610305152604e+03;3.805952976488244076e+03
2.141670835417708986e+03;3.723261630815407898e+03;2.740970485242621180e+03;3.805552776388194161e+03
2.142271135567783858e+03;3.722936468234117001e+03;2.740720360180090211e+03;3.805152576288144246e+03
2.142871435717858731e+03;3.722611305652826559e+03;2.740470235117558786e+03;3.804752376188093876e+03
2.143471735867934058e+03;3.722286143071535662e+03;2.740220110055027362e+03;3.804352176088043961e+03
2.144072036018008930e+03;3.721960980490245220e+03;2.739969984992496393e+03;3.803951975987994047e+03
2.144672336168084257e+03;3.721635817908954323e+03;2.739719859929964969e+03;3.803551775887944132e+03
2.145272636318159130e+03;3.721310655327663881e+03;2.739469734867433544e+03;3.803151575787893762e+03
2.145872936468234002e+03;3.720985492746372984e+03;2.739219609804902575e+03;3.802751375687843847e+03
2.146473236618309329e+03;3.720660330165082541e+03;2.738969484742371151e+03;3.802351175587793932e+03
2.147073536768384201e+03;3.720335167583792099e+03;2.738719359679839727e+03;3.801950975487744017e+03
2.147673836918459074e+03;3.720010005002501202e+03;2.738469234617308757e+03;3.801550775387693648e+03
2.148274137068534401e+03;3.719684842421210760e+03;2.738219109554777333e+03;3.801150575287643733e+03
2.148874437218609273e+03;3.719359679839919863e+03;2.737968984492245909e+03;3.800750375187593818e+03
2.149474737368684146e+03;3.719034517258629421e+03;2.737718859429714939e+03;3.800350175087543903e+03
2.150075037518759473e+03;3.718709354677338524e+03;2.737468734367183515e+03;3.799949974987493533e+03
2.150675337668834345e+03;3.718384192096048082e+03;2.737218609304652091e+03;3.799549774887443618e+03
2.151275637818909672e+03;3.718059029514757185e+03;2.736968484242121121e+03;3.799149574787393703e+03
2.151875937968984545e+03;3.717733866933466743e+03;2.736718359179589697e+03;3.798749374687343789e+03
2.152476238119059417e+03;3.717408704352176301e+03;2.736468234117058728e+03;3.798349174587293419e+03
2.153076538269134744e+03;3.717083541770885404e+03;2.736218109054527304e+03;3.797948974487243504e+03
2.153676838419209616e+03;3.716758379189594962e+03;2.735967983991995879e+03;3.797548774387193589e+03
2.154277138569284489e+03;3.716433216608304065e+03;2.735717858929464910e+03;3.797148574287143674e+03
2.154877438719359816e+03;3.716108054027013623e+03;2.735467733866933486e+03;3.796748374187093759e+03
2.155477738869434688e+03;3.715782891445722726e+03;2.735217608804402062e+03;3.796348174087043390e+03
2.156078039019509561e+03;3.715457728864432283e+03;2.734967483741871092e+03;3.795947973986993475e+03
2.156678339169584888e+03;3.715132566283141387e+03;2.734717358679339668e+03;3.795547773886943560e+03
2.157278639319659760e+03;3.714807403701850944e+03;2.734467233616808244e+03;3.795147573786893645e+03
2.157878939469735087e+03;3.714482241120560502e+03;2.734217108554277274e+03;3.794747373686843275e+03
2.158479239619809960e+03;3.714157078539269605e+03;2.733966983491745850e+03;3.794347173586793360e+03
2.159079539769884832e+03;3.713831915957979163e+03;2.733716858429214426e+03;3.793946973486743445e+03
2.159679839919960159e+03;3.713506753376688266e+03;2.733466733366683457e+03;3.793546773386693530e+03
2.160280140070035031e+03;3.713181590795397824e+03;2.733216608304152032e+03;3.793146573286643161e+03
2.160880440220109904e+03;3.712856428214106927e+03;2.732966483241620608e+03;3.792746373186593246e+03
2.161480740370185231e+03;3.712531265632816485e+03;2.732716358179089639e+03;3.792346173086543331e+03
2.162081040520260103e+03;3.712206103051525588e+03;2.732466233116558215e+03;3.791945972986493416e+03
2.162681340670334976e+03;3.711880940470235146e+03;2.732216108054026790e+03;3.791545772886443046e+03
2.163281640820410303e+03;3.711555777888944249e+03;2.731965982991495821e+03;3.791145572786393132e+03
2.163881940970485175e+03;3.711230615307653807e+03;2.731715857928964397e+03;3.790745372686343217e+03
2.164482241120560502e+03;3.710905452726363364e+03;2.731465732866433427e+03;3.790345172586293302e+03
2.165082541270635375e+03;3.710580290145072468e+03;2.731215607803902003e+03;3.789944972486242932e+03
2.165682841420710247e+03;3.710255127563782025e+03;2.730965482741370579e+03;3.789544772386193017e+03
2.166283141570785574e+03;3.709929964982491128e+03;2.730715357678839609e+03;3.789144572286143102e+03
2.166883441720860446e+03;3.709604802401200686e+03;2.730465232616308185e+03;3.788744372186093187e+03
2.167483741870935319e+03;3.709279639819909789e+03;2.730215107553776761e+03;3.788344172086042818e+03
2.168084042021010646e+03;3.708954477238619347e+03;2.729964982491245792e+03;3.787943971985992903e+03
2.168684342171085518e+03;3.708629314657328450e+03;2.729714857428714367e+03;3.787543771885942988e+03
2.169284642321160391e+03;3.708304152076038008e+03;2.729464732366182943e+03;3.787143571785893073e+03
2.169884942471235718e+03;3.707978989494747566e+03;2.729214607303651974e+03;3.786743371685843158e+03
2.170485242621310590e+03;3.707653826913456669e+03;2.728964482241120550e+03;3.786343171585792788e+03
2.171085542771385917e+03;3.707328664332166227e+03;2.728714357178589125e+03;3.785942971485742873e+03
2.171685842921460790e+03;3.707003501750875330e+03;2.728464232116058156e+03;3.785542771385692959e+03
2.172286143071535662e+03;3.706678339169584888e+03;2.728214107053526732e+03;3.785142571285643044e+03
2.172886443221610989e+03;3.706353176588293991e+03;2.727963981990995308e+03;3.784742371185592674e+03
2.173486743371685861e+03;3.706028014007003549e+03;2.727713856928464338e+03;3.784342171085542759e+03
2.174087043521760734e+03;3.705702851425712652e+03;2.727463731865932914e+03;3.783941970985492844e+03
